carat,cut,color,clarity,depth,table,x,y,z,price
1.02,3,1,3,58.7,59.0,6.61,6.57,3.87,4478
0.43,2,3,4,61.3,57.0,4.85,4.88,2.98,943
0.73,3,0,4,60.0,58.0,5.9,5.86,3.53,3557
0.3,2,1,5,61.5,56.0,4.29,4.33,2.65,658
0.38,2,2,6,61.5,56.0,4.68,4.71,2.88,1120
0.72,4,2,3,58.5,60.0,5.86,5.93,3.45,2126
1.47,3,4,3,59.1,56.0,7.51,7.46,4.42,7573
1.42,3,3,4,61.7,55.0,7.29,7.24,4.48,11861
0.71,2,4,4,61.9,56.0,5.7,5.74,3.54,2909
0.33,2,2,5,60.9,56.0,4.47,4.49,2.73,619
0.32,3,3,3,61.0,59.0,4.42,4.36,2.68,540
0.31,3,1,5,60.6,59.0,4.39,4.36,2.65,872
1.01,4,1,2,63.3,58.0,6.39,6.37,4.04,5077
1.2,4,3,2,63.2,59.0,6.77,6.74,4.27,5665
0.71,2,0,2,61.3,57.0,5.74,5.78,3.53,2690
0.46,2,0,5,62.4,56.0,4.98,4.95,3.1,1298
0.43,3,2,4,62.5,58.0,4.85,4.78,3.01,1129
0.53,3,5,4,62.3,58.0,5.18,5.26,3.25,1286
0.32,2,1,5,61.4,56.0,4.41,4.45,2.72,599
1.0,3,2,3,62.9,56.0,6.42,6.36,4.02,4333
1.22,2,6,4,61.5,55.0,6.86,6.87,4.22,5649
1.62,2,3,5,61.7,54.0,7.57,7.58,4.68,15318
0.78,4,3,5,61.7,58.0,5.87,5.92,3.64,3074
1.2,3,3,7,62.8,59.0,6.72,6.65,4.2,10053
0.42,4,2,5,61.7,59.0,4.75,4.82,2.95,884
0.6,4,2,2,62.4,56.0,5.37,5.4,3.36,1554
0.43,1,2,2,60.7,61.0,4.86,4.89,2.96,706
0.3,3,6,4,63.0,59.0,4.27,4.24,2.68,506
0.29,2,1,7,62.0,55.0,4.27,4.25,2.64,858
0.57,2,1,5,61.6,56.0,5.38,5.33,3.3,1949
0.41,1,1,5,61.1,61.0,4.77,4.82,2.93,982
0.41,3,3,7,61.6,58.0,4.8,4.74,2.94,1076
1.03,2,2,4,59.0,55.0,6.67,6.62,3.92,7752
0.74,2,3,4,60.9,55.0,5.84,5.91,3.58,3635
1.21,4,5,3,62.0,56.0,6.79,6.86,4.23,5111
0.65,3,5,3,60.7,58.0,5.65,5.62,3.42,1219
1.52,3,4,3,58.7,62.0,7.6,7.53,4.44,8127
1.0,3,2,2,59.0,59.0,6.55,6.5,3.85,4144
0.33,4,2,1,58.7,55.0,4.56,4.6,2.69,897
0.7,2,2,2,60.8,60.0,5.74,5.78,3.5,2445
0.3,2,0,4,62.0,54.0,4.34,4.3,2.68,848
2.03,2,4,3,61.8,56.0,8.1,8.15,5.02,15143
0.33,2,3,4,62.1,56.0,4.42,4.4,2.74,854
1.1,4,1,3,63.3,56.0,6.58,6.53,4.15,4140
0.5,2,0,5,62.3,55.0,5.07,5.11,3.17,1752
1.2,2,5,3,62.5,56.0,6.8,6.7,4.22,3931
0.78,3,3,3,60.6,58.0,6.02,5.99,3.64,2486
1.01,4,1,4,62.0,57.0,6.46,6.38,3.98,6996
0.44,3,3,6,60.9,59.0,4.96,4.9,3.0,1294
1.23,4,3,3,60.8,59.0,6.88,6.97,4.21,5037
0.5,2,4,4,61.7,59.0,5.07,5.14,3.15,1429
1.15,3,0,2,63.0,57.0,6.69,6.64,4.2,6942
0.5,3,1,3,61.0,62.0,5.13,5.09,3.12,1097
1.01,3,4,5,61.3,59.0,6.41,6.45,3.94,5166
1.02,3,4,2,61.1,58.0,6.51,6.46,3.96,5084
0.71,4,5,7,62.5,57.0,5.68,5.74,3.57,2495
0.97,3,2,3,58.9,58.0,6.51,6.47,3.82,4020
0.84,4,0,2,62.9,58.0,5.93,6.02,3.76,3816
0.51,1,2,2,64.1,58.0,5.03,5.02,3.22,1274
0.57,3,1,3,62.5,54.0,5.35,5.3,3.33,1058
1.21,4,4,2,62.8,56.0,6.8,6.83,4.28,6022
1.01,4,4,5,62.0,59.0,6.45,6.48,4.01,5186
1.11,4,0,3,61.3,60.0,6.54,6.6,4.03,5042
0.59,1,2,5,64.9,57.0,5.2,5.25,3.39,1643
1.01,4,4,5,62.6,61.0,6.35,6.4,3.99,4821
0.24,4,2,6,61.8,58.0,3.95,3.98,2.45,478
0.23,2,2,5,61.8,55.0,3.93,3.96,2.43,493
0.57,2,4,2,61.8,55.0,5.31,5.37,3.3,1292
0.74,1,4,5,57.5,57.0,5.94,6.01,3.44,2369
0.42,2,2,7,60.6,57.0,4.85,4.82,2.93,1221
1.0,1,3,5,56.7,62.0,6.64,6.59,3.75,4838
0.39,2,4,7,61.4,56.1,4.7,4.73,2.89,853
1.05,3,3,3,60.1,60.0,6.58,6.66,3.98,3828
0.6,2,2,5,61.9,55.0,5.43,5.46,3.37,1875
0.32,4,6,6,60.2,60.0,4.42,4.49,2.68,544
0.31,1,1,2,63.2,59.0,4.24,4.31,2.7,544
0.34,1,2,5,64.3,53.0,4.44,4.48,2.87,589
0.34,2,1,5,62.2,55.0,4.48,4.49,2.79,745
1.06,2,4,5,61.2,55.0,6.57,6.61,4.03,5277
0.31,1,3,2,63.2,54.0,4.31,4.33,2.73,462
1.01,3,4,3,61.6,59.0,6.39,6.44,3.95,4166
0.72,2,4,7,61.8,55.0,5.75,5.77,3.56,3417
0.32,4,4,4,62.9,54.0,4.37,4.41,2.76,561
1.01,1,0,3,61.5,56.0,6.36,6.42,3.93,4260
1.09,4,5,5,62.0,56.0,6.57,6.59,4.08,4959
1.0,2,2,7,61.5,55.0,6.46,6.41,3.96,7849
0.93,4,3,2,62.5,57.8,6.15,6.28,3.87,3933
0.42,2,0,7,61.7,57.0,4.8,4.82,2.97,1132
1.51,3,3,3,62.4,57.0,7.35,7.29,4.57,7695
1.22,2,4,3,61.0,57.0,6.88,6.93,4.2,5502
2.01,2,3,2,62.1,57.0,8.07,8.09,5.02,18736
1.1,3,2,2,59.5,59.0,6.77,6.7,4.01,5821
0.31,2,1,4,61.7,53.0,4.36,4.39,2.7,800
1.5,4,3,5,60.5,57.0,7.39,7.43,4.48,12014
0.3,3,3,7,60.8,58.0,4.38,4.34,2.65,878
1.01,2,1,6,61.8,54.0,6.43,6.49,3.99,10789
1.01,4,1,2,59.9,59.0,6.46,6.49,3.88,5224
2.4,4,5,3,60.6,58.5,8.59,8.67,5.24,17955
0.31,4,2,2,63.1,57.0,4.31,4.28,2.71,663
0.51,4,3,5,62.9,57.0,5.06,5.12,3.2,1438
0.51,4,1,4,58.1,60.0,5.28,5.32,3.08,1583
0.3,3,1,5,61.8,58.0,4.31,4.36,2.68,658
1.01,3,5,2,61.8,59.0,6.37,6.44,3.96,4166
1.53,3,5,2,62.6,57.0,7.38,7.29,4.59,9022
0.35,3,2,2,62.3,58.0,4.53,4.49,2.81,748
0.72,2,2,5,60.3,56.0,5.84,5.81,3.51,2724
1.35,4,3,5,62.8,59.0,7.01,7.04,4.41,9302
0.7,2,1,5,61.7,56.0,5.74,5.71,3.53,2979
1.7,4,1,5,58.6,62.0,7.84,7.92,4.62,18176
1.0,2,5,2,61.8,55.0,6.41,6.44,3.97,4602
0.34,2,3,6,62.1,53.0,4.49,4.53,2.8,863
0.53,2,0,5,62.6,56.0,5.18,5.14,3.23,1956
0.75,4,3,2,60.9,58.0,5.84,5.88,3.57,2545
1.01,1,5,5,62.5,59.0,6.3,6.37,3.96,4239
1.08,2,4,5,61.9,54.0,6.64,6.61,4.1,5850
0.9,3,0,2,62.2,60.0,6.08,6.05,3.77,3013
1.2,3,6,2,61.4,59.0,6.87,6.82,4.2,4838
0.36,2,0,7,61.0,56.0,4.57,4.61,2.8,1126
0.4,2,5,6,61.0,56.0,4.79,4.81,2.93,849
0.71,2,2,0,60.1,57.0,5.79,5.76,3.47,1761
0.3,4,0,4,63.0,56.0,4.27,4.33,2.71,645
1.13,3,5,2,62.8,57.0,6.68,6.64,4.18,4746
1.01,2,2,3,62.4,54.0,6.41,6.44,4.01,5154
0.3,3,1,5,62.6,62.0,4.25,4.21,2.65,788
0.3,3,3,4,62.8,59.0,4.27,4.23,2.67,776
0.54,2,4,4,61.6,59.0,5.22,5.24,3.22,1630
1.56,3,1,3,62.4,60.0,7.41,7.36,4.61,10090
0.71,4,1,3,62.2,58.0,5.65,5.7,3.53,2423
2.0,3,3,3,60.3,57.0,8.25,8.06,4.92,12388
0.3,2,3,5,61.2,55.0,4.35,4.38,2.67,545
0.58,3,1,2,60.6,56.0,5.42,5.38,3.27,1949
0.76,2,0,4,61.3,57.0,5.87,5.9,3.61,4229
1.01,1,5,3,62.6,59.0,6.24,6.35,3.94,3399
1.6,2,3,6,60.8,56.0,7.58,7.54,4.6,16339
0.74,3,1,4,61.1,58.0,5.84,5.81,3.56,3401
1.28,1,6,4,59.1,62.0,7.06,7.16,4.2,5759
0.32,3,4,2,62.0,58.0,4.39,4.38,2.72,591
0.35,3,0,3,60.8,58.0,4.51,4.57,2.76,522
1.04,4,2,2,59.7,59.0,6.67,6.56,3.95,5152
1.23,2,6,3,63.2,58.0,6.82,6.74,4.29,5083
0.4,4,1,4,62.6,56.0,4.67,4.72,2.94,1053
0.72,2,2,3,61.6,57.0,5.75,5.68,3.52,2074
0.4,2,1,7,61.7,56.0,4.73,4.77,2.93,1158
0.72,4,0,5,62.1,59.0,5.7,5.73,3.55,3016
0.43,3,3,5,62.9,59.0,4.83,4.78,3.02,1113
1.0,2,1,2,62.9,56.0,6.33,6.38,4.0,5935
1.51,3,4,3,62.8,60.0,7.26,7.22,4.55,8074
0.73,2,6,2,61.3,57.0,5.82,5.8,3.56,1956
0.7,4,1,5,58.8,56.0,5.79,5.84,3.42,2473
0.5,3,3,5,61.5,57.0,5.12,5.09,3.14,1415
0.65,4,0,7,59.9,58.0,5.63,5.69,3.39,3056
0.32,3,4,5,60.7,60.0,4.41,4.39,2.67,648
0.7,2,3,2,61.9,58.0,5.66,5.69,3.51,2567
0.32,2,3,1,61.6,55.0,4.4,4.43,2.72,918
1.6,2,4,4,61.4,57.0,7.59,7.53,4.64,12681
0.9,4,3,5,62.4,60.0,6.07,6.11,3.8,4182
0.79,2,3,2,62.3,57.0,5.9,5.85,3.66,2898
0.51,2,3,4,60.2,56.0,5.2,5.24,3.14,1852
0.54,2,5,1,62.5,55.0,5.21,5.26,3.27,1763
1.01,3,2,3,61.7,60.0,6.42,6.36,3.94,4616
0.55,4,1,5,61.6,60.0,5.23,5.27,3.23,1719
0.32,2,3,5,62.4,55.0,4.39,4.36,2.73,672
0.34,2,3,1,61.6,56.0,4.51,4.48,2.77,1084
1.01,1,4,2,60.1,61.0,6.5,6.47,3.9,5544
1.01,1,3,5,62.0,61.0,6.29,6.38,3.93,5497
0.9,2,3,3,61.5,57.0,6.19,6.23,3.82,4032
1.05,2,0,3,60.2,57.0,6.58,6.65,3.98,4932
1.24,2,2,6,61.2,55.0,6.94,6.98,4.26,15026
0.27,4,2,7,61.3,57.0,4.14,4.18,2.54,682
0.37,2,4,6,61.4,55.0,4.64,4.67,2.86,815
0.31,4,4,1,61.3,55.0,4.37,4.4,2.69,778
0.72,4,2,2,62.6,55.0,5.71,5.76,3.59,2440
1.7,2,4,5,62.2,57.0,7.63,7.67,4.76,13632
0.55,2,3,4,60.9,55.0,5.32,5.29,3.23,1881
1.15,2,4,2,61.6,55.0,6.74,6.79,4.17,7100
1.07,4,3,5,62.9,59.0,6.49,6.52,4.09,6525
0.42,4,0,6,61.4,55.0,4.82,4.86,2.97,1197
0.9,2,4,7,62.0,57.0,6.15,6.2,3.83,4924
1.74,3,5,4,62.5,57.0,7.71,7.67,4.81,13037
0.83,4,4,2,62.5,59.0,5.95,6.02,3.74,2800
1.01,4,2,7,62.5,63.0,6.41,6.38,4.0,7715
0.91,4,6,5,61.0,58.0,6.22,6.3,3.82,3258
0.33,2,4,7,61.9,57.0,4.44,4.41,2.74,854
0.52,4,3,2,62.8,61.0,5.11,5.14,3.22,1244
0.26,2,4,4,62.1,56.0,4.13,4.15,2.56,448
1.01,3,2,2,59.1,59.0,6.56,6.5,3.86,4989
0.3,2,4,2,62.9,53.0,4.28,4.31,2.7,407
0.9,2,4,5,61.9,55.0,6.22,6.19,3.84,4133
0.61,2,3,4,61.6,55.0,5.45,5.49,3.37,2166
0.4,2,0,2,61.3,56.0,4.75,4.78,2.92,726
0.57,2,5,5,61.9,57.0,5.3,5.33,3.29,1410
1.02,4,0,5,63.4,54.0,6.38,6.33,4.03,6909
0.41,4,3,4,61.6,59.0,4.74,4.8,2.94,908
1.23,2,4,3,62.4,57.0,6.79,6.84,4.25,6152
0.62,3,0,3,62.0,59.0,5.48,5.45,3.39,1777
0.33,4,3,7,60.0,63.0,4.45,4.49,2.68,752
1.55,4,5,4,59.0,58.0,7.56,7.63,4.48,10711
0.5,2,1,2,63.0,56.0,5.13,5.06,3.21,1317
1.03,0,6,3,64.6,62.0,6.3,6.21,4.06,3149
0.46,2,5,5,62.3,59.0,4.95,4.91,3.07,952
2.03,0,2,0,65.6,56.0,7.89,7.86,5.16,6753
0.3,2,1,5,61.6,56.0,4.27,4.3,2.64,658
0.36,2,1,5,62.6,56.0,4.56,4.52,2.84,1013
0.52,4,1,5,62.3,57.0,5.1,5.17,3.2,1689
0.57,1,1,6,59.1,65.0,5.34,5.43,3.18,2990
1.05,2,3,3,62.2,54.0,6.52,6.56,4.07,4667
1.51,1,3,0,64.0,59.0,7.29,7.17,4.63,3497
1.15,2,4,2,62.4,54.0,6.71,6.76,4.2,6106
0.3,1,6,4,63.3,60.0,4.22,4.25,2.68,394
1.16,2,0,3,62.1,54.0,6.74,6.79,4.2,5793
1.02,4,0,5,62.9,60.0,6.37,6.42,4.02,7257
0.4,1,1,2,63.2,58.0,4.66,4.7,2.96,687
0.38,1,5,2,63.7,57.0,4.63,4.57,2.93,659
0.8,2,0,5,61.0,57.0,5.96,6.0,3.65,4170
0.35,3,2,5,61.8,58.0,4.48,4.52,2.78,706
0.32,2,2,4,61.9,56.0,4.39,4.43,2.73,716
0.8,4,6,4,62.7,58.0,5.91,5.95,3.72,2487
0.91,3,3,3,61.3,60.0,6.17,6.2,3.79,3423
1.09,4,4,5,63.0,54.0,6.61,6.54,4.14,5551
0.51,3,3,3,62.5,56.0,5.12,5.09,3.19,1026
1.22,3,4,2,62.4,58.0,6.82,6.77,4.24,6153
0.42,2,4,5,62.5,57.0,4.76,4.81,2.99,773
1.56,3,3,4,60.9,58.0,7.49,7.53,4.57,14139
1.55,3,4,5,60.7,59.0,7.46,7.5,4.54,11738
1.19,3,3,4,61.2,55.0,6.86,6.81,4.18,7797
2.02,2,2,3,62.7,57.0,8.07,7.93,5.03,13453
0.43,1,1,2,63.4,57.0,4.81,4.84,3.06,739
0.49,2,4,2,59.9,56.0,5.15,5.18,3.1,1102
0.41,4,2,2,63.4,57.0,4.74,4.73,3.0,904
0.92,1,0,2,63.6,57.0,6.14,6.09,3.89,4086
0.53,2,2,7,62.0,57.0,5.17,5.2,3.21,2177
0.34,4,3,6,59.0,62.0,4.56,4.6,2.7,835
1.2,4,4,3,60.7,60.0,6.81,6.89,4.16,4831
0.54,4,6,2,61.3,55.0,5.23,5.28,3.22,1080
0.43,3,1,2,61.5,60.0,4.78,4.85,2.96,739
0.33,2,3,4,62.1,56.0,4.42,4.4,2.74,854
1.04,4,0,3,63.1,58.0,6.39,6.33,4.01,3780
1.03,2,4,3,61.1,57.0,6.48,6.52,3.97,4325
0.54,2,3,5,61.7,56.0,5.21,5.24,3.23,1605
1.32,2,5,5,61.7,59.0,7.03,7.06,4.35,7059
0.52,2,1,2,60.8,55.0,5.2,5.24,3.18,1737
0.42,3,0,3,60.0,61.0,4.89,4.85,2.92,898
0.31,2,1,1,60.7,56.0,4.36,4.4,2.66,1051
0.32,3,0,5,61.7,58.0,4.34,4.38,2.69,758
0.32,2,6,5,62.2,57.0,4.38,4.36,2.72,504
0.38,2,1,1,61.1,56.0,4.67,4.72,2.87,1433
1.17,2,3,4,61.8,57.0,6.76,6.8,4.19,8639
0.32,3,5,4,62.0,58.0,4.37,4.4,2.72,505
0.72,4,0,2,62.9,58.0,5.7,5.72,3.59,2285
1.51,2,3,3,60.8,57.0,7.39,7.44,4.51,8637
0.9,2,4,4,62.0,54.0,6.2,6.23,3.86,5013
0.71,3,3,5,63.0,54.0,5.69,5.64,3.57,2443
0.33,2,5,7,62.4,56.0,4.43,4.41,2.76,743
0.25,4,1,7,63.2,59.0,3.98,4.0,2.52,548
1.02,2,1,4,62.2,54.0,6.44,6.46,4.01,8011
1.01,4,4,4,63.5,56.0,6.32,6.27,4.0,4412
0.63,1,5,5,56.1,65.0,5.73,5.78,3.23,1440
0.76,3,1,2,60.4,58.0,5.92,5.94,3.58,2789
0.42,2,0,6,61.8,56.0,4.82,4.79,2.97,1621
1.57,2,4,3,60.7,57.0,7.49,7.54,4.56,9298
0.75,2,5,4,61.9,54.1,5.82,5.85,3.61,2564
0.9,4,4,4,63.0,62.0,6.09,6.0,3.81,4021
2.08,3,5,2,60.3,59.0,8.26,8.22,4.97,15065
1.03,3,3,2,58.2,59.0,6.7,6.64,3.88,4900
0.31,2,3,7,62.2,54.0,4.35,4.39,2.72,687
1.01,3,3,1,60.0,61.0,6.45,6.41,3.86,8120
1.16,2,0,5,62.1,57.0,6.7,6.73,4.17,8038
0.25,2,2,4,61.8,56.0,4.07,4.09,2.52,595
0.37,3,3,4,61.4,58.0,4.58,4.61,2.82,746
0.3,2,0,2,61.0,54.0,4.34,4.35,2.65,552
1.01,1,6,3,59.5,62.0,6.42,6.46,3.83,3756
0.34,3,2,5,61.2,59.0,4.49,4.53,2.76,686
1.01,4,3,4,63.1,59.0,6.32,6.23,3.96,5294
0.7,2,6,2,62.3,57.0,5.69,5.71,3.55,1974
1.5,3,2,4,59.6,60.0,7.41,7.49,4.44,15338
0.31,2,1,5,61.4,54.0,4.4,4.33,2.68,872
2.01,0,4,3,64.9,56.0,7.88,7.81,5.09,10184
0.65,4,5,7,61.3,59.3,5.52,5.59,3.4,1828
0.7,2,1,3,62.0,56.0,5.71,5.74,3.55,2061
0.41,2,3,5,62.2,57.0,4.71,4.74,2.94,827
0.32,1,2,5,63.4,57.0,4.32,4.36,2.75,645
0.52,4,1,5,62.5,58.0,5.13,5.18,3.22,1653
1.21,3,6,4,61.0,60.0,6.88,6.83,4.18,4675
1.01,4,5,2,64.4,54.0,6.31,6.4,4.09,4805
0.52,3,3,4,61.7,56.0,5.21,5.17,3.2,1815
0.9,1,1,2,63.9,55.0,6.08,6.13,3.9,4463
0.59,4,3,4,62.0,56.0,5.35,5.39,3.33,1878
0.51,3,3,4,62.5,58.0,5.09,5.11,3.19,1656
0.54,2,3,2,62.6,57.0,5.21,5.18,3.25,1389
0.54,2,2,5,62.2,57.0,5.21,5.24,3.25,1662
1.01,3,2,2,61.7,58.0,6.44,6.39,3.96,5202
0.54,2,3,7,61.7,57.0,5.23,5.26,3.23,1914
0.7,1,2,4,59.7,63.0,5.76,5.79,3.45,2819
0.63,2,0,5,61.1,55.0,5.6,5.56,3.41,2106
1.05,4,0,2,61.6,61.0,6.5,6.55,4.02,5255
0.55,2,4,6,61.7,55.0,5.27,5.3,3.27,1845
1.51,4,5,4,63.0,59.0,7.28,7.3,4.59,9343
0.51,2,3,7,61.2,56.0,5.16,5.17,3.16,2303
1.51,3,4,5,62.9,59.0,7.31,7.25,4.58,11268
1.42,2,2,6,60.8,56.0,7.25,7.32,4.43,18682
0.71,4,1,4,63.2,60.0,5.63,5.6,3.55,3006
0.4,2,3,2,60.2,56.0,4.83,4.77,2.89,900
0.26,3,1,4,60.1,60.0,4.15,4.1,2.48,580
0.41,3,2,3,60.8,58.0,4.83,4.78,2.92,830
1.17,4,4,3,63.1,58.0,6.72,6.64,4.22,4455
0.28,4,1,5,60.4,59.0,4.22,4.26,2.56,487
1.18,3,4,2,61.8,58.0,6.74,6.79,4.18,5696
0.5,2,3,6,62.2,56.0,5.12,5.1,3.18,2070
0.42,1,3,2,63.2,57.0,4.77,4.79,3.02,737
2.0,3,5,3,61.3,59.0,8.13,8.09,4.97,14208
0.9,1,4,2,64.2,59.0,6.05,6.01,3.87,3290
1.09,3,3,2,61.8,59.0,6.59,6.53,4.06,4322
0.72,2,0,5,62.7,56.0,5.71,5.78,3.6,3219
0.26,4,2,7,59.2,60.0,4.19,4.22,2.49,554
1.6,2,4,1,61.5,53.0,7.57,7.69,4.66,16300
1.6,2,3,2,62.1,56.0,7.51,7.48,4.65,11651
0.79,3,6,2,58.8,62.0,6.03,6.01,3.54,1924
1.01,1,3,4,63.8,56.0,6.27,6.34,4.02,6283
0.91,4,1,3,62.8,59.0,6.1,6.16,3.85,3876
0.7,3,1,5,60.2,60.0,5.73,5.7,3.44,2822
0.7,2,1,5,60.7,58.0,5.73,5.76,3.49,2762
0.51,2,1,5,62.9,57.0,5.11,5.07,3.2,1662
1.31,3,2,3,62.7,61.0,7.03,6.86,4.36,4743
0.52,2,3,7,62.3,55.0,5.16,5.12,3.2,2012
0.61,2,1,5,61.3,55.0,5.48,5.45,3.35,2373
0.55,3,1,3,59.7,58.0,5.33,5.35,3.19,1269
1.1,2,2,7,61.2,56.0,6.71,6.64,4.08,9343
0.52,4,2,2,62.6,58.0,5.11,5.14,3.21,1267
1.0,4,3,5,62.7,58.0,6.34,6.42,4.0,5544
0.26,3,1,4,61.9,58.0,4.11,4.1,2.54,580
1.51,3,6,5,62.8,59.0,7.2,7.17,4.51,7553
1.0,2,0,4,62.4,55.0,6.4,6.43,4.0,7966
0.54,2,0,5,61.1,57.0,5.19,5.29,3.2,1892
0.31,4,4,4,63.1,58.0,4.3,4.26,2.7,698
0.71,2,0,4,60.4,60.0,5.77,5.82,3.5,3576
0.54,2,3,4,62.2,56.0,5.19,5.23,3.24,1637
1.02,4,6,3,62.9,59.0,6.34,6.41,4.01,3755
0.54,2,3,7,60.6,56.0,5.27,5.26,3.19,2090
0.35,2,2,5,61.4,55.0,4.6,4.55,2.81,906
0.54,4,0,4,63.0,54.0,5.19,5.23,3.28,2016
1.0,4,2,5,62.9,59.0,6.3,6.33,3.97,5929
0.3,2,5,5,62.4,55.0,4.32,4.34,2.7,407
0.4,3,5,6,62.7,59.0,4.67,4.71,2.94,842
0.91,2,1,3,60.8,56.0,6.29,6.25,3.81,3898
0.5,2,3,6,62.2,55.0,5.09,5.14,3.18,1865
0.3,2,1,7,61.8,56.0,4.31,4.33,2.67,789
0.31,2,1,7,61.3,55.0,4.35,4.39,2.68,791
0.44,1,0,5,63.6,56.0,4.81,4.84,3.07,1009
1.2,4,2,7,61.4,60.0,6.79,6.83,4.18,10931
1.21,4,5,2,61.8,59.0,6.75,6.78,4.18,5672
0.32,2,5,5,62.5,55.0,4.4,4.37,2.74,576
0.31,3,1,4,61.9,56.0,4.37,4.32,2.69,816
1.61,4,1,3,60.4,58.0,7.59,7.64,4.6,10580
0.45,2,4,2,61.3,55.0,4.96,4.99,3.05,790
1.38,2,6,3,61.0,56.0,7.22,7.26,4.42,5765
1.16,3,3,2,63.0,58.0,6.7,6.66,4.21,5366
0.71,3,2,2,58.5,59.0,5.87,5.82,3.42,2345
0.9,2,3,3,61.2,57.0,6.24,6.28,3.83,3521
1.54,3,5,3,59.4,61.0,7.56,7.49,4.47,7727
2.0,3,5,4,61.1,58.0,8.08,8.11,4.95,17278
0.7,1,1,4,61.0,61.0,5.69,5.72,3.48,2952
0.53,2,0,5,61.8,57.0,5.17,5.21,3.21,1694
0.9,4,3,2,63.6,57.0,6.07,6.13,3.88,3718
0.42,4,0,2,62.8,58.0,4.76,4.79,3.0,810
1.5,4,5,4,60.4,59.0,7.35,7.42,4.46,9759
1.12,3,4,3,61.9,58.0,6.74,6.66,4.15,4704
1.11,4,1,3,61.7,63.0,6.65,6.54,4.07,4177
0.37,3,0,4,60.2,60.0,4.63,4.68,2.8,803
1.0,1,4,3,57.9,62.0,6.53,6.49,3.77,4592
1.09,3,0,3,61.9,61.0,6.58,6.54,4.06,3961
1.51,1,5,2,63.7,58.0,7.22,7.26,4.61,8313
0.4,2,5,7,62.0,56.0,4.77,4.74,2.95,1035
0.36,2,0,4,61.7,55.0,4.59,4.62,2.84,1064
2.19,2,5,3,62.5,56.0,8.31,8.24,5.18,15254
0.52,2,1,5,59.5,57.0,5.27,5.25,3.13,1815
0.32,4,2,5,62.8,57.0,4.33,4.36,2.73,645
0.38,3,6,2,61.3,59.0,4.62,4.68,2.85,513
0.25,4,2,7,59.0,58.0,4.1,4.14,2.43,575
0.91,2,1,3,62.2,57.0,6.2,6.24,3.87,3800
1.7,3,2,3,60.5,59.0,7.77,7.73,4.69,11228
0.36,2,0,4,61.7,55.0,4.58,4.62,2.84,1094
1.38,4,6,5,62.7,56.0,7.06,7.11,4.44,6494
1.21,1,4,4,59.5,65.0,6.88,6.84,4.08,6871
0.6,4,0,5,61.5,59.0,5.4,5.43,3.33,1984
0.55,2,4,7,61.7,57.0,5.28,5.26,3.25,1806
0.35,3,2,5,60.9,57.0,4.58,4.55,2.78,879
1.0,4,4,3,61.7,55.0,6.4,6.46,3.97,4316
0.9,0,0,3,64.7,54.0,6.1,6.04,3.93,3205
1.2,4,6,5,62.5,57.0,6.72,6.79,4.22,4590
0.73,4,2,3,58.0,61.0,5.94,5.99,3.46,2485
0.37,2,1,5,62.0,57.0,4.63,4.6,2.86,1041
0.29,2,1,7,62.0,55.0,4.25,4.27,2.64,669
0.45,4,3,7,61.4,61.0,4.89,4.95,3.02,1105
0.53,2,3,7,60.4,56.0,5.29,5.24,3.18,2051
0.34,3,3,7,61.4,59.0,4.52,4.47,2.76,995
1.02,4,0,2,62.8,56.0,6.39,6.44,4.03,6047
1.05,2,0,2,60.0,55.0,6.66,6.61,3.98,5104
2.31,3,6,6,62.1,58.0,8.49,8.42,5.25,16100
0.3,4,3,6,62.9,57.0,4.26,4.3,2.69,789
0.56,2,3,7,60.7,56.0,5.33,5.32,3.23,2167
0.34,2,5,4,62.0,56.0,4.5,4.53,2.8,555
2.03,4,1,3,63.1,56.0,8.01,7.99,5.05,14646
1.0,3,6,2,62.8,59.0,6.37,6.27,3.97,3780
0.31,2,4,4,62.0,53.0,4.34,4.37,2.7,562
0.32,4,4,4,60.5,59.0,4.41,4.42,2.67,561
0.9,2,4,5,59.9,57.0,6.27,6.31,3.77,4584
1.05,2,2,6,62.7,57.0,6.5,6.41,4.05,9784
0.87,2,3,5,61.4,55.0,6.15,6.17,3.78,4553
0.32,1,4,2,63.1,54.0,4.36,4.42,2.77,449
0.7,0,4,2,64.7,58.0,5.59,5.54,3.6,2051
1.0,3,3,2,62.5,59.0,6.35,6.29,3.95,4493
2.19,3,4,2,62.3,62.0,8.27,8.25,5.15,15801
0.5,2,4,1,61.1,58.0,5.1,5.14,3.13,1844
0.93,1,3,4,63.8,59.0,6.21,6.15,3.94,4425
0.33,4,1,2,60.3,60.0,4.47,4.49,2.7,579
0.48,4,0,7,59.5,57.0,5.16,5.12,3.06,2329
0.33,2,1,5,61.9,54.0,4.47,4.42,2.75,928
0.7,1,2,3,64.3,57.0,5.6,5.53,3.58,1851
0.41,4,1,7,63.8,58.0,4.67,4.7,2.99,1019
0.35,3,3,4,61.2,58.0,4.51,4.54,2.77,706
0.4,1,2,1,63.5,58.0,4.69,4.7,2.98,1404
2.01,0,2,2,58.6,95.0,8.32,8.31,4.87,13387
0.57,2,2,5,59.2,57.0,5.45,5.5,3.24,1637
1.01,2,3,4,59.1,55.0,6.6,6.53,3.88,7059
0.63,2,3,5,60.9,56.0,5.57,5.6,3.4,2357
0.9,2,4,2,61.1,58.0,6.24,6.19,3.79,3967
