id,carat,cut,color,clarity,depth,table,x,y,z,price
353,0.36,Very Good,E,SI2,62.6,57.0,4.5,4.54,2.83,505
354,0.43,Ideal,D,VS1,61.9,55.0,4.85,4.87,3.01,1207
355,0.7,Very Good,F,VS2,61.6,60.0,5.63,5.71,3.49,2593
356,0.5,Premium,D,SI1,62.2,59.0,5.13,5.1,3.18,1654
357,0.7,Fair,I,SI1,65.0,56.0,5.6,5.5,3.61,1720
358,1.51,Very Good,H,VS2,62.8,58.0,7.21,7.28,4.55,10225
359,0.41,Premium,D,VVS1,62.3,53.0,4.78,4.75,2.97,1582
360,0.3,Premium,H,SI1,60.8,61.0,4.3,4.25,2.6,540
361,0.37,Fair,F,IF,52.3,61.0,4.96,4.91,2.58,1166
362,1.23,Ideal,G,VS2,62.4,57.0,6.88,6.83,4.28,8233
363,0.58,Ideal,E,VS2,62.0,57.0,5.33,5.35,3.31,1752
364,0.38,Premium,H,VS2,60.5,59.0,4.69,4.66,2.83,898
365,0.79,Ideal,D,SI1,61.3,54.0,5.96,6.01,3.67,3328
366,0.9,Very Good,G,SI2,62.6,60.0,6.1,6.16,3.84,3593
367,1.0,Premium,H,VS2,62.4,59.0,6.75,6.72,4.2,5404
368,0.3,Ideal,F,IF,61.8,56.0,4.31,4.33,2.67,886
369,1.0,Premium,G,VS2,61.3,62.0,6.43,6.32,3.91,6048
370,1.25,Very Good,G,VVS1,60.6,60.0,6.92,6.95,4.2,10962
371,0.8,Premium,G,SI1,63.0,59.0,5.9,5.81,3.69,2760
372,0.31,Ideal,D,VS2,62.1,55.0,4.32,4.38,2.7,636
373,0.38,Ideal,H,VVS1,60.7,56.0,4.75,4.74,2.88,1069
374,0.71,Very Good,I,SI2,60.4,59.0,5.76,5.79,3.49,2003
375,0.33,Very Good,E,SI1,60.2,58.0,4.49,4.55,2.72,579
376,0.3,Premium,E,VS2,62.0,58.0,4.29,4.26,2.65,844
377,0.3,Ideal,F,VS1,61.0,56.0,4.37,4.35,2.66,731
378,0.35,Ideal,D,SI1,62.3,55.0,4.56,4.52,2.83,827
379,0.41,Premium,E,SI1,61.4,56.0,4.81,4.77,2.94,969
380,0.29,Ideal,G,IF,62.0,56.0,4.23,4.27,2.63,673
381,0.31,Good,E,SI1,63.9,56.0,4.27,4.31,2.74,544
382,0.71,Ideal,G,SI1,62.9,57.0,5.67,5.62,3.55,2352
383,0.71,Premium,H,VS1,59.1,61.0,5.87,5.83,3.46,2572
384,1.07,Ideal,F,SI2,61.4,56.0,6.57,6.63,4.05,5313
385,0.55,Good,I,SI1,57.7,61.0,5.37,5.34,3.09,1089
386,2.01,Ideal,G,VS2,63.0,56.0,8.0,7.93,5.02,18172
387,0.9,Good,F,SI2,58.0,57.0,6.34,6.41,3.7,3770
388,0.36,Ideal,G,SI2,62.3,54.0,4.57,4.61,2.86,505
389,0.4,Ideal,D,SI2,60.5,57.0,4.73,4.76,2.87,648
390,0.52,Very Good,G,VS1,61.8,58.0,5.19,5.16,3.2,1581
391,2.08,Premium,I,SI2,61.2,58.0,8.24,8.16,5.02,15321
392,1.5,Premium,E,VS2,61.8,59.0,7.31,7.38,4.54,14790
393,0.59,Ideal,G,IF,62.0,54.0,5.38,5.43,3.35,2444
394,0.31,Ideal,F,VVS1,62.0,54.0,4.36,4.38,2.71,840
395,1.5,Good,D,SI2,61.9,61.0,7.31,7.38,4.55,10302
396,1.52,Premium,G,VVS2,62.1,58.0,7.4,7.31,4.57,14105
397,0.71,Ideal,F,VVS2,62.6,56.0,5.7,5.65,3.55,3018
398,0.33,Very Good,F,VS2,62.4,57.0,4.39,4.43,2.75,666
399,0.41,Ideal,D,VS1,62.8,57.0,4.76,4.73,2.98,1230
400,0.84,Ideal,I,VS1,61.4,57.0,6.03,6.09,3.72,3201
401,0.73,Very Good,F,SI1,61.3,56.0,5.78,5.84,3.56,3023
402,0.71,Very Good,G,SI1,63.1,60.0,5.6,5.69,3.56,2240
403,1.03,Premium,E,SI1,61.3,60.0,6.53,6.51,4.0,5101
404,1.54,Premium,G,SI1,60.5,61.0,7.47,7.44,4.51,11574
405,0.54,Good,E,VVS2,60.1,61.0,5.3,5.38,3.21,2502
406,0.7,Premium,F,VS2,60.2,59.0,5.78,5.74,3.47,2657
407,0.52,Premium,E,VS2,61.6,59.0,5.16,5.14,3.17,1694
408,0.41,Very Good,D,SI1,63.3,55.0,4.77,4.74,3.01,947
409,0.31,Ideal,H,VS2,61.9,55.0,4.38,4.35,2.7,628
410,0.71,Premium,F,VS1,58.6,62.0,5.88,5.82,3.43,3082
411,0.43,Very Good,G,VVS1,61.3,57.0,4.85,4.87,2.98,1207
412,0.9,Very Good,G,SI2,61.4,58.0,6.16,6.21,3.8,3489
413,0.34,Ideal,E,VS2,62.1,54.0,4.5,4.52,2.8,745
414,0.33,Ideal,E,SI1,62.5,55.0,4.45,4.42,2.77,743
415,0.33,Very Good,G,VS1,60.1,61.0,4.44,4.48,2.68,666
416,0.71,Premium,E,SI1,60.5,55.0,5.79,5.74,3.49,2756
417,0.7,Good,D,VS2,63.9,58.0,5.62,5.58,3.58,3033
418,1.53,Very Good,H,IF,63.1,57.0,7.34,7.25,4.6,13369
419,0.33,Ideal,F,IF,61.8,55.0,4.47,4.49,2.77,1028
420,2.01,Good,G,SI2,63.6,59.0,7.97,7.9,5.05,11096
421,1.02,Very Good,F,SI2,63.0,58.0,6.38,6.44,4.04,4162
422,0.35,Premium,E,VS2,60.7,60.0,4.58,4.55,2.77,984
423,0.3,Ideal,E,VS2,62.4,57.0,4.29,4.24,2.66,844
424,0.3,Good,G,VVS2,63.1,56.0,4.2,4.23,2.66,684
425,0.74,Premium,F,VS1,61.7,57.0,5.85,5.79,3.59,3170
426,1.02,Premium,E,SI2,58.7,59.0,6.61,6.57,3.87,4478
427,0.43,Ideal,G,VS1,61.3,57.0,4.85,4.88,2.98,943
428,0.73,Premium,D,VS1,60.0,58.0,5.9,5.86,3.53,3557
429,0.3,Ideal,E,VS2,61.5,56.0,4.29,4.33,2.65,658
430,0.38,Ideal,F,VVS1,61.5,56.0,4.68,4.71,2.88,1120
431,0.72,Very Good,F,SI2,58.5,60.0,5.86,5.93,3.45,2126
432,1.47,Premium,H,SI2,59.1,56.0,7.51,7.46,4.42,7573
433,1.42,Premium,G,VS1,61.7,55.0,7.29,7.24,4.48,11861
434,0.71,Ideal,H,VS1,61.9,56.0,5.7,5.74,3.54,2909
435,0.33,Ideal,F,VS2,60.9,56.0,4.47,4.49,2.73,619
436,0.32,Premium,G,SI2,61.0,59.0,4.42,4.36,2.68,540
437,0.31,Premium,E,VS2,60.6,59.0,4.39,4.36,2.65,872
438,1.01,Very Good,E,SI1,63.3,58.0,6.39,6.37,4.04,5077
439,1.2,Very Good,G,SI1,63.2,59.0,6.77,6.74,4.27,5665
440,0.71,Ideal,D,SI1,61.3,57.0,5.74,5.78,3.53,2690
441,0.46,Ideal,D,VS2,62.4,56.0,4.98,4.95,3.1,1298
442,0.43,Premium,F,VS1,62.5,58.0,4.85,4.78,3.01,1129
443,0.53,Premium,I,VS1,62.3,58.0,5.18,5.26,3.25,1286
444,0.32,Ideal,E,VS2,61.4,56.0,4.41,4.45,2.72,599
445,1.0,Premium,F,SI2,62.9,56.0,6.42,6.36,4.02,4333
446,1.22,Ideal,J,VS1,61.5,55.0,6.86,6.87,4.22,5649
447,1.62,Ideal,G,VS2,61.7,54.0,7.57,7.58,4.68,15318
448,0.78,Very Good,G,VS2,61.7,58.0,5.87,5.92,3.64,3074
449,1.2,Premium,G,VVS2,62.8,59.0,6.72,6.65,4.2,10053
450,0.42,Very Good,F,VS2,61.7,59.0,4.75,4.82,2.95,884
451,0.6,Very Good,F,SI1,62.4,56.0,5.37,5.4,3.36,1554
452,0.43,Good,F,SI1,60.7,61.0,4.86,4.89,2.96,706
453,0.3,Premium,J,VS1,63.0,59.0,4.27,4.24,2.68,506
454,0.29,Ideal,E,VVS2,62.0,55.0,4.27,4.25,2.64,858
455,0.57,Ideal,E,VS2,61.6,56.0,5.38,5.33,3.3,1949
456,0.41,Good,E,VS2,61.1,61.0,4.77,4.82,2.93,982
457,0.41,Premium,G,VVS2,61.6,58.0,4.8,4.74,2.94,1076
458,1.03,Ideal,F,VS1,59.0,55.0,6.67,6.62,3.92,7752
459,0.74,Ideal,G,VS1,60.9,55.0,5.84,5.91,3.58,3635
460,1.21,Very Good,I,SI2,62.0,56.0,6.79,6.86,4.23,5111
461,0.65,Premium,I,SI2,60.7,58.0,5.65,5.62,3.42,1219
462,1.52,Premium,H,SI2,58.7,62.0,7.6,7.53,4.44,8127
463,1.0,Premium,F,SI1,59.0,59.0,6.55,6.5,3.85,4144
464,0.33,Very Good,F,IF,58.7,55.0,4.56,4.6,2.69,897
465,0.7,Ideal,F,SI1,60.8,60.0,5.74,5.78,3.5,2445
466,0.3,Ideal,D,VS1,62.0,54.0,4.34,4.3,2.68,848
467,2.03,Ideal,H,SI2,61.8,56.0,8.1,8.15,5.02,15143
468,0.33,Ideal,G,VS1,62.1,56.0,4.42,4.4,2.74,854
469,1.1,Very Good,E,SI2,63.3,56.0,6.58,6.53,4.15,4140
470,0.5,Ideal,D,VS2,62.3,55.0,5.07,5.11,3.17,1752
471,1.2,Ideal,I,SI2,62.5,56.0,6.8,6.7,4.22,3931
472,0.78,Premium,G,SI2,60.6,58.0,6.02,5.99,3.64,2486
473,1.01,Very Good,E,VS1,62.0,57.0,6.46,6.38,3.98,6996
474,0.44,Premium,G,VVS1,60.9,59.0,4.96,4.9,3.0,1294
475,1.23,Very Good,G,SI2,60.8,59.0,6.88,6.97,4.21,5037
476,0.5,Ideal,H,VS1,61.7,59.0,5.07,5.14,3.15,1429
477,1.15,Premium,D,SI1,63.0,57.0,6.69,6.64,4.2,6942
478,0.5,Premium,E,SI2,61.0,62.0,5.13,5.09,3.12,1097
479,1.01,Premium,H,VS2,61.3,59.0,6.41,6.45,3.94,5166
480,1.02,Premium,H,SI1,61.1,58.0,6.51,6.46,3.96,5084
481,0.71,Very Good,I,VVS2,62.5,57.0,5.68,5.74,3.57,2495
482,0.97,Premium,F,SI2,58.9,58.0,6.51,6.47,3.82,4020
483,0.84,Very Good,D,SI1,62.9,58.0,5.93,6.02,3.76,3816
484,0.51,Good,F,SI1,64.1,58.0,5.03,5.02,3.22,1274
485,0.57,Premium,E,SI2,62.5,54.0,5.35,5.3,3.33,1058
486,1.21,Very Good,H,SI1,62.8,56.0,6.8,6.83,4.28,6022
487,1.01,Very Good,H,VS2,62.0,59.0,6.45,6.48,4.01,5186
488,1.11,Very Good,D,SI2,61.3,60.0,6.54,6.6,4.03,5042
489,0.59,Good,F,VS2,64.9,57.0,5.2,5.25,3.39,1643
490,1.01,Very Good,H,VS2,62.6,61.0,6.35,6.4,3.99,4821
491,0.24,Very Good,F,VVS1,61.8,58.0,3.95,3.98,2.45,478
492,0.23,Ideal,F,VS2,61.8,55.0,3.93,3.96,2.43,493
493,0.57,Ideal,H,SI1,61.8,55.0,5.31,5.37,3.3,1292
494,0.74,Good,H,VS2,57.5,57.0,5.94,6.01,3.44,2369
495,0.42,Ideal,F,VVS2,60.6,57.0,4.85,4.82,2.93,1221
496,1.0,Good,G,VS2,56.7,62.0,6.64,6.59,3.75,4838
497,0.39,Ideal,H,VVS2,61.4,56.1,4.7,4.73,2.89,853
498,1.05,Premium,G,SI2,60.1,60.0,6.58,6.66,3.98,3828
499,0.6,Ideal,F,VS2,61.9,55.0,5.43,5.46,3.37,1875
500,0.32,Very Good,J,VVS1,60.2,60.0,4.42,4.49,2.68,544
501,0.31,Good,E,SI1,63.2,59.0,4.24,4.31,2.7,544
502,0.34,Good,F,VS2,64.3,53.0,4.44,4.48,2.87,589
503,0.34,Ideal,E,VS2,62.2,55.0,4.48,4.49,2.79,745
504,1.06,Ideal,H,VS2,61.2,55.0,6.57,6.61,4.03,5277
505,0.31,Good,G,SI1,63.2,54.0,4.31,4.33,2.73,462
506,1.01,Premium,H,SI2,61.6,59.0,6.39,6.44,3.95,4166
507,0.72,Ideal,H,VVS2,61.8,55.0,5.75,5.77,3.56,3417
508,0.32,Very Good,H,VS1,62.9,54.0,4.37,4.41,2.76,561
509,1.01,Good,D,SI2,61.5,56.0,6.36,6.42,3.93,4260
510,1.09,Very Good,I,VS2,62.0,56.0,6.57,6.59,4.08,4959
511,1.0,Ideal,F,VVS2,61.5,55.0,6.46,6.41,3.96,7849
512,0.93,Very Good,G,SI1,62.5,57.8,6.15,6.28,3.87,3933
513,0.42,Ideal,D,VVS2,61.7,57.0,4.8,4.82,2.97,1132
514,1.51,Premium,G,SI2,62.4,57.0,7.35,7.29,4.57,7695
515,1.22,Ideal,H,SI2,61.0,57.0,6.88,6.93,4.2,5502
516,2.01,Ideal,G,SI1,62.1,57.0,8.07,8.09,5.02,18736
517,1.1,Premium,F,SI1,59.5,59.0,6.77,6.7,4.01,5821
518,0.31,Ideal,E,VS1,61.7,53.0,4.36,4.39,2.7,800
519,1.5,Very Good,G,VS2,60.5,57.0,7.39,7.43,4.48,12014
520,0.3,Premium,G,VVS2,60.8,58.0,4.38,4.34,2.65,878
521,1.01,Ideal,E,VVS1,61.8,54.0,6.43,6.49,3.99,10789
522,1.01,Very Good,E,SI1,59.9,59.0,6.46,6.49,3.88,5224
523,2.4,Very Good,I,SI2,60.6,58.5,8.59,8.67,5.24,17955
524,0.31,Very Good,F,SI1,63.1,57.0,4.31,4.28,2.71,663
525,0.51,Very Good,G,VS2,62.9,57.0,5.06,5.12,3.2,1438
526,0.51,Very Good,E,VS1,58.1,60.0,5.28,5.32,3.08,1583
527,0.3,Premium,E,VS2,61.8,58.0,4.31,4.36,2.68,658
528,1.01,Premium,I,SI1,61.8,59.0,6.37,6.44,3.96,4166
529,1.53,Premium,I,SI1,62.6,57.0,7.38,7.29,4.59,9022
530,0.35,Premium,F,SI1,62.3,58.0,4.53,4.49,2.81,748
531,0.72,Ideal,F,VS2,60.3,56.0,5.84,5.81,3.51,2724
532,1.35,Very Good,G,VS2,62.8,59.0,7.01,7.04,4.41,9302
533,0.7,Ideal,E,VS2,61.7,56.0,5.74,5.71,3.53,2979
534,1.7,Very Good,E,VS2,58.6,62.0,7.84,7.92,4.62,18176
535,1.0,Ideal,I,SI1,61.8,55.0,6.41,6.44,3.97,4602
536,0.34,Ideal,G,VVS1,62.1,53.0,4.49,4.53,2.8,863
537,0.53,Ideal,D,VS2,62.6,56.0,5.18,5.14,3.23,1956
538,0.75,Very Good,G,SI1,60.9,58.0,5.84,5.88,3.57,2545
539,1.01,Good,I,VS2,62.5,59.0,6.3,6.37,3.96,4239
540,1.08,Ideal,H,VS2,61.9,54.0,6.64,6.61,4.1,5850
541,0.9,Premium,D,SI1,62.2,60.0,6.08,6.05,3.77,3013
542,1.2,Premium,J,SI1,61.4,59.0,6.87,6.82,4.2,4838
543,0.36,Ideal,D,VVS2,61.0,56.0,4.57,4.61,2.8,1126
544,0.4,Ideal,I,VVS1,61.0,56.0,4.79,4.81,2.93,849
545,0.71,Ideal,F,I1,60.1,57.0,5.79,5.76,3.47,1761
546,0.3,Very Good,D,VS1,63.0,56.0,4.27,4.33,2.71,645
547,1.13,Premium,I,SI1,62.8,57.0,6.68,6.64,4.18,4746
548,1.01,Ideal,F,SI2,62.4,54.0,6.41,6.44,4.01,5154
549,0.3,Premium,E,VS2,62.6,62.0,4.25,4.21,2.65,788
550,0.3,Premium,G,VS1,62.8,59.0,4.27,4.23,2.67,776
551,0.54,Ideal,H,VS1,61.6,59.0,5.22,5.24,3.22,1630
552,1.56,Premium,E,SI2,62.4,60.0,7.41,7.36,4.61,10090
553,0.71,Very Good,E,SI2,62.2,58.0,5.65,5.7,3.53,2423
554,2.0,Premium,G,SI2,60.3,57.0,8.25,8.06,4.92,12388
555,0.3,Ideal,G,VS2,61.2,55.0,4.35,4.38,2.67,545
556,0.58,Premium,E,SI1,60.6,56.0,5.42,5.38,3.27,1949
557,0.76,Ideal,D,VS1,61.3,57.0,5.87,5.9,3.61,4229
558,1.01,Good,I,SI2,62.6,59.0,6.24,6.35,3.94,3399
559,1.6,Ideal,G,VVS1,60.8,56.0,7.58,7.54,4.6,16339
560,0.74,Premium,E,VS1,61.1,58.0,5.84,5.81,3.56,3401
561,1.28,Good,J,VS1,59.1,62.0,7.06,7.16,4.2,5759
562,0.32,Premium,H,SI1,62.0,58.0,4.39,4.38,2.72,591
563,0.35,Premium,D,SI2,60.8,58.0,4.51,4.57,2.76,522
564,1.04,Very Good,F,SI1,59.7,59.0,6.67,6.56,3.95,5152
565,1.23,Ideal,J,SI2,63.2,58.0,6.82,6.74,4.29,5083
566,0.4,Very Good,E,VS1,62.6,56.0,4.67,4.72,2.94,1053
567,0.72,Ideal,F,SI2,61.6,57.0,5.75,5.68,3.52,2074
568,0.4,Ideal,E,VVS2,61.7,56.0,4.73,4.77,2.93,1158
569,0.72,Very Good,D,VS2,62.1,59.0,5.7,5.73,3.55,3016
570,0.43,Premium,G,VS2,62.9,59.0,4.83,4.78,3.02,1113
571,1.0,Ideal,E,SI1,62.9,56.0,6.33,6.38,4.0,5935
572,1.51,Premium,H,SI2,62.8,60.0,7.26,7.22,4.55,8074
573,0.73,Ideal,J,SI1,61.3,57.0,5.82,5.8,3.56,1956
574,0.7,Very Good,E,VS2,58.8,56.0,5.79,5.84,3.42,2473
575,0.5,Premium,G,VS2,61.5,57.0,5.12,5.09,3.14,1415
576,0.65,Very Good,D,VVS2,59.9,58.0,5.63,5.69,3.39,3056
577,0.32,Premium,H,VS2,60.7,60.0,4.41,4.39,2.67,648
578,0.7,Ideal,G,SI1,61.9,58.0,5.66,5.69,3.51,2567
579,0.32,Ideal,G,IF,61.6,55.0,4.4,4.43,2.72,918
580,1.6,Ideal,H,VS1,61.4,57.0,7.59,7.53,4.64,12681
581,0.9,Very Good,G,VS2,62.4,60.0,6.07,6.11,3.8,4182
582,0.79,Ideal,G,SI1,62.3,57.0,5.9,5.85,3.66,2898
583,0.51,Ideal,G,VS1,60.2,56.0,5.2,5.24,3.14,1852
584,0.54,Ideal,I,IF,62.5,55.0,5.21,5.26,3.27,1763
585,1.01,Premium,F,SI2,61.7,60.0,6.42,6.36,3.94,4616
586,0.55,Very Good,E,VS2,61.6,60.0,5.23,5.27,3.23,1719
587,0.32,Ideal,G,VS2,62.4,55.0,4.39,4.36,2.73,672
588,0.34,Ideal,G,IF,61.6,56.0,4.51,4.48,2.77,1084
589,1.01,Good,H,SI1,60.1,61.0,6.5,6.47,3.9,5544
590,1.01,Good,G,VS2,62.0,61.0,6.29,6.38,3.93,5497
591,0.9,Ideal,G,SI2,61.5,57.0,6.19,6.23,3.82,4032
592,1.05,Ideal,D,SI2,60.2,57.0,6.58,6.65,3.98,4932
593,1.24,Ideal,F,VVS1,61.2,55.0,6.94,6.98,4.26,15026
594,0.27,Very Good,F,VVS2,61.3,57.0,4.14,4.18,2.54,682
595,0.37,Ideal,H,VVS1,61.4,55.0,4.64,4.67,2.86,815
596,0.31,Very Good,H,IF,61.3,55.0,4.37,4.4,2.69,778
597,0.72,Very Good,F,SI1,62.6,55.0,5.71,5.76,3.59,2440
598,1.7,Ideal,H,VS2,62.2,57.0,7.63,7.67,4.76,13632
599,0.55,Ideal,G,VS1,60.9,55.0,5.32,5.29,3.23,1881
600,1.15,Ideal,H,SI1,61.6,55.0,6.74,6.79,4.17,7100
601,1.07,Very Good,G,VS2,62.9,59.0,6.49,6.52,4.09,6525
602,0.42,Very Good,D,VVS1,61.4,55.0,4.82,4.86,2.97,1197
603,0.9,Ideal,H,VVS2,62.0,57.0,6.15,6.2,3.83,4924
604,1.74,Premium,I,VS1,62.5,57.0,7.71,7.67,4.81,13037
605,0.83,Very Good,H,SI1,62.5,59.0,5.95,6.02,3.74,2800
606,1.01,Very Good,F,VVS2,62.5,63.0,6.41,6.38,4.0,7715
607,0.91,Very Good,J,VS2,61.0,58.0,6.22,6.3,3.82,3258
608,0.33,Ideal,H,VVS2,61.9,57.0,4.44,4.41,2.74,854
609,0.52,Very Good,G,SI1,62.8,61.0,5.11,5.14,3.22,1244
610,0.26,Ideal,H,VS1,62.1,56.0,4.13,4.15,2.56,448
611,1.01,Premium,F,SI1,59.1,59.0,6.56,6.5,3.86,4989
612,0.3,Ideal,H,SI1,62.9,53.0,4.28,4.31,2.7,407
613,0.9,Ideal,H,VS2,61.9,55.0,6.22,6.19,3.84,4133
614,0.61,Ideal,G,VS1,61.6,55.0,5.45,5.49,3.37,2166
615,0.4,Ideal,D,SI1,61.3,56.0,4.75,4.78,2.92,726
616,0.57,Ideal,I,VS2,61.9,57.0,5.3,5.33,3.29,1410
617,1.02,Very Good,D,VS2,63.4,54.0,6.38,6.33,4.03,6909
618,0.41,Very Good,G,VS1,61.6,59.0,4.74,4.8,2.94,908
619,1.23,Ideal,H,SI2,62.4,57.0,6.79,6.84,4.25,6152
620,0.62,Premium,D,SI2,62.0,59.0,5.48,5.45,3.39,1777
621,0.33,Very Good,G,VVS2,60.0,63.0,4.45,4.49,2.68,752
622,1.55,Very Good,I,VS1,59.0,58.0,7.56,7.63,4.48,10711
623,0.5,Ideal,E,SI1,63.0,56.0,5.13,5.06,3.21,1317
624,1.03,Fair,J,SI2,64.6,62.0,6.3,6.21,4.06,3149
625,0.46,Ideal,I,VS2,62.3,59.0,4.95,4.91,3.07,952
626,2.03,Fair,F,I1,65.6,56.0,7.89,7.86,5.16,6753
627,0.3,Ideal,E,VS2,61.6,56.0,4.27,4.3,2.64,658
628,0.36,Ideal,E,VS2,62.6,56.0,4.56,4.52,2.84,1013
629,0.52,Very Good,E,VS2,62.3,57.0,5.1,5.17,3.2,1689
630,0.57,Good,E,VVS1,59.1,65.0,5.34,5.43,3.18,2990
631,1.05,Ideal,G,SI2,62.2,54.0,6.52,6.56,4.07,4667
632,1.51,Good,G,I1,64.0,59.0,7.29,7.17,4.63,3497
633,1.15,Ideal,H,SI1,62.4,54.0,6.71,6.76,4.2,6106
634,0.3,Good,J,VS1,63.3,60.0,4.22,4.25,2.68,394
635,1.16,Ideal,D,SI2,62.1,54.0,6.74,6.79,4.2,5793
636,1.02,Very Good,D,VS2,62.9,60.0,6.37,6.42,4.02,7257
637,0.4,Good,E,SI1,63.2,58.0,4.66,4.7,2.96,687
638,0.38,Good,I,SI1,63.7,57.0,4.63,4.57,2.93,659
639,0.8,Ideal,D,VS2,61.0,57.0,5.96,6.0,3.65,4170
640,0.35,Premium,F,VS2,61.8,58.0,4.48,4.52,2.78,706
641,0.32,Ideal,F,VS1,61.9,56.0,4.39,4.43,2.73,716
642,0.8,Very Good,J,VS1,62.7,58.0,5.91,5.95,3.72,2487
643,0.91,Premium,G,SI2,61.3,60.0,6.17,6.2,3.79,3423
644,1.09,Very Good,H,VS2,63.0,54.0,6.61,6.54,4.14,5551
645,0.51,Premium,G,SI2,62.5,56.0,5.12,5.09,3.19,1026
646,1.22,Premium,H,SI1,62.4,58.0,6.82,6.77,4.24,6153
647,0.42,Ideal,H,VS2,62.5,57.0,4.76,4.81,2.99,773
648,1.56,Premium,G,VS1,60.9,58.0,7.49,7.53,4.57,14139
649,1.55,Premium,H,VS2,60.7,59.0,7.46,7.5,4.54,11738
650,1.19,Premium,G,VS1,61.2,55.0,6.86,6.81,4.18,7797
651,2.02,Ideal,F,SI2,62.7,57.0,8.07,7.93,5.03,13453
652,0.43,Good,E,SI1,63.4,57.0,4.81,4.84,3.06,739
653,0.49,Ideal,H,SI1,59.9,56.0,5.15,5.18,3.1,1102
654,0.41,Very Good,F,SI1,63.4,57.0,4.74,4.73,3.0,904
655,0.92,Good,D,SI1,63.6,57.0,6.14,6.09,3.89,4086
656,0.53,Ideal,F,VVS2,62.0,57.0,5.17,5.2,3.21,2177
657,0.34,Very Good,G,VVS1,59.0,62.0,4.56,4.6,2.7,835
658,1.2,Very Good,H,SI2,60.7,60.0,6.81,6.89,4.16,4831
659,0.54,Very Good,J,SI1,61.3,55.0,5.23,5.28,3.22,1080
660,0.43,Premium,E,SI1,61.5,60.0,4.78,4.85,2.96,739
661,0.33,Ideal,G,VS1,62.1,56.0,4.42,4.4,2.74,854
662,1.04,Very Good,D,SI2,63.1,58.0,6.39,6.33,4.01,3780
663,1.03,Ideal,H,SI2,61.1,57.0,6.48,6.52,3.97,4325
664,0.54,Ideal,G,VS2,61.7,56.0,5.21,5.24,3.23,1605
665,1.32,Ideal,I,VS2,61.7,59.0,7.03,7.06,4.35,7059
666,0.52,Ideal,E,SI1,60.8,55.0,5.2,5.24,3.18,1737
667,0.42,Premium,D,SI2,60.0,61.0,4.89,4.85,2.92,898
668,0.31,Ideal,E,IF,60.7,56.0,4.36,4.4,2.66,1051
669,0.32,Premium,D,VS2,61.7,58.0,4.34,4.38,2.69,758
670,0.32,Ideal,J,VS2,62.2,57.0,4.38,4.36,2.72,504
671,0.38,Ideal,E,IF,61.1,56.0,4.67,4.72,2.87,1433
672,1.17,Ideal,G,VS1,61.8,57.0,6.76,6.8,4.19,8639
673,0.32,Premium,I,VS1,62.0,58.0,4.37,4.4,2.72,505
674,0.72,Very Good,D,SI1,62.9,58.0,5.7,5.72,3.59,2285
675,1.51,Ideal,G,SI2,60.8,57.0,7.39,7.44,4.51,8637
676,0.9,Ideal,H,VS1,62.0,54.0,6.2,6.23,3.86,5013
677,0.71,Premium,G,VS2,63.0,54.0,5.69,5.64,3.57,2443
678,0.33,Ideal,I,VVS2,62.4,56.0,4.43,4.41,2.76,743
679,0.25,Very Good,E,VVS2,63.2,59.0,3.98,4.0,2.52,548
680,1.02,Ideal,E,VS1,62.2,54.0,6.44,6.46,4.01,8011
681,1.01,Very Good,H,VS1,63.5,56.0,6.32,6.27,4.0,4412
682,0.63,Good,I,VS2,56.1,65.0,5.73,5.78,3.23,1440
683,0.76,Premium,E,SI1,60.4,58.0,5.92,5.94,3.58,2789
684,0.42,Ideal,D,VVS1,61.8,56.0,4.82,4.79,2.97,1621
685,1.57,Ideal,H,SI2,60.7,57.0,7.49,7.54,4.56,9298
686,0.75,Ideal,I,VS1,61.9,54.1,5.82,5.85,3.61,2564
687,0.9,Very Good,H,VS1,63.0,62.0,6.09,6.0,3.81,4021
688,2.08,Premium,I,SI1,60.3,59.0,8.26,8.22,4.97,15065
689,1.03,Premium,G,SI1,58.2,59.0,6.7,6.64,3.88,4900
690,0.31,Ideal,G,VVS2,62.2,54.0,4.35,4.39,2.72,687
691,1.01,Premium,G,IF,60.0,61.0,6.45,6.41,3.86,8120
692,1.16,Ideal,D,VS2,62.1,57.0,6.7,6.73,4.17,8038
693,0.25,Ideal,F,VS1,61.8,56.0,4.07,4.09,2.52,595
694,0.37,Premium,G,VS1,61.4,58.0,4.58,4.61,2.82,746
695,0.3,Ideal,D,SI1,61.0,54.0,4.34,4.35,2.65,552
696,1.01,Good,J,SI2,59.5,62.0,6.42,6.46,3.83,3756
697,0.34,Premium,F,VS2,61.2,59.0,4.49,4.53,2.76,686
698,1.01,Very Good,G,VS1,63.1,59.0,6.32,6.23,3.96,5294
699,0.7,Ideal,J,SI1,62.3,57.0,5.69,5.71,3.55,1974
700,1.5,Premium,F,VS1,59.6,60.0,7.41,7.49,4.44,15338
701,0.31,Ideal,E,VS2,61.4,54.0,4.4,4.33,2.68,872
702,2.01,Fair,H,SI2,64.9,56.0,7.88,7.81,5.09,10184
703,0.65,Very Good,I,VVS2,61.3,59.3,5.52,5.59,3.4,1828
704,0.7,Ideal,E,SI2,62.0,56.0,5.71,5.74,3.55,2061
705,0.41,Ideal,G,VS2,62.2,57.0,4.71,4.74,2.94,827
706,0.32,Good,F,VS2,63.4,57.0,4.32,4.36,2.75,645
707,0.52,Very Good,E,VS2,62.5,58.0,5.13,5.18,3.22,1653
