id,carat,cut,color,clarity,depth,table,x,y,z
380,0.31,Premium,E,SI1,62.7,58.0,4.35,4.32,2.72
381,1.5,Premium,G,VS2,60.5,59.0,7.39,7.35,4.46
382,0.36,Ideal,E,VS2,61.7,55.0,4.63,4.57,2.84
383,0.6,Ideal,D,SI1,62.2,56.0,5.44,5.4,3.37
384,1.52,Premium,E,VS1,60.6,58.0,7.44,7.38,4.49
385,1.1,Premium,D,SI2,62.4,58.0,6.57,6.6,4.11
386,0.62,Premium,F,SI1,59.8,60.0,5.56,5.51,3.31
387,1.0,Ideal,E,VS2,62.8,57.0,6.37,6.34,3.99
388,0.89,Ideal,D,SI2,60.8,56.0,6.22,6.25,3.79
389,0.38,Ideal,G,VS1,60.8,56.0,4.71,4.66,2.85
390,0.4,Premium,E,SI1,61.4,58.0,4.81,4.77,2.94
391,1.36,Ideal,J,VVS2,61.9,56.0,7.16,7.13,4.42
392,0.33,Ideal,G,VS1,62.1,54.0,4.45,4.47,2.77
393,0.58,Ideal,F,VVS2,62.0,55.0,5.32,5.4,3.31
394,1.3,Premium,I,IF,61.8,58.0,6.95,7.0,4.31
395,0.32,Ideal,D,VS2,61.1,56.0,4.41,4.39,2.69
396,0.23,Very Good,G,VVS2,62.3,57.0,3.9,3.92,2.43
397,1.02,Premium,G,SI1,62.2,58.0,6.44,6.48,4.02
398,0.76,Very Good,I,VS2,63.3,57.0,5.79,5.83,3.68
399,1.13,Ideal,I,VS2,62.2,55.0,6.69,6.67,4.15
400,0.51,Ideal,G,SI1,61.9,56.0,5.11,5.17,3.17
401,1.52,Premium,H,SI1,60.1,60.0,7.45,7.39,4.46
402,0.91,Premium,F,SI1,62.6,56.0,6.18,6.13,3.85
403,1.12,Premium,G,VS1,58.4,58.0,6.87,6.84,4.0
404,0.96,Good,H,SI2,61.6,59.0,6.24,6.29,3.86
405,0.5,Very Good,F,VS2,61.5,61.0,5.09,5.12,3.14
406,0.3,Ideal,F,VS2,61.8,57.0,4.31,4.33,2.67
407,1.11,Premium,H,SI2,59.8,60.0,6.75,6.66,4.01
408,0.41,Good,E,VS2,63.1,64.0,4.66,4.63,2.93
409,0.33,Ideal,E,VS1,59.6,56.0,4.54,4.49,2.69
410,1.19,Ideal,D,SI1,62.0,57.0,6.77,6.82,4.21
411,0.91,Good,F,VVS2,64.0,61.0,6.06,6.13,3.9
412,0.38,Ideal,F,IF,61.0,56.0,4.68,4.7,2.86
413,0.32,Very Good,E,VS1,61.6,56.0,4.4,4.46,2.73
414,0.87,Very Good,H,SI2,61.0,56.0,6.15,6.19,3.77
415,0.33,Very Good,H,VVS2,61.6,56.0,4.44,4.47,2.74
416,0.4,Very Good,D,VS1,63.2,60.0,4.65,4.69,2.95
417,0.51,Premium,D,SI1,63.0,59.0,5.11,5.05,3.2
418,0.4,Ideal,F,VVS2,60.4,56.0,4.79,4.82,2.9
419,1.07,Ideal,G,SI1,60.2,57.0,6.7,6.59,4.0
420,0.25,Ideal,F,VS1,61.1,58.0,4.04,4.08,2.48
421,0.72,Premium,J,VS2,61.7,58.0,5.67,5.77,3.53
422,1.01,Very Good,F,SI1,61.3,60.0,6.39,6.43,3.93
423,0.35,Ideal,E,VVS1,62.2,56.0,4.51,4.53,2.81
424,0.55,Premium,E,VS2,61.1,58.0,5.3,5.28,3.23
425,1.04,Very Good,F,VS1,61.6,60.0,6.49,6.54,4.01
426,0.72,Ideal,H,VVS2,60.9,57.0,5.79,5.77,3.52
427,0.34,Premium,F,SI1,59.4,62.0,4.59,4.54,2.71
428,0.7,Very Good,G,VS2,58.2,60.0,5.84,5.78,3.38
429,0.45,Fair,H,VVS2,65.8,56.0,4.82,4.7,3.13
430,1.5,Ideal,I,IF,61.3,56.0,7.34,7.41,4.52
431,0.5,Very Good,J,SI1,62.8,58.0,5.05,5.08,3.18
432,1.03,Ideal,F,SI1,62.1,56.0,6.5,6.46,4.03
433,0.92,Fair,F,SI2,65.3,58.0,6.08,6.04,3.96
434,1.23,Premium,D,VS2,62.6,52.0,6.93,6.88,4.32
435,1.5,Good,G,VS2,63.6,60.0,7.24,7.2,4.59
436,0.31,Ideal,E,SI1,61.5,55.0,4.37,4.41,2.7
437,0.51,Ideal,D,VS2,61.6,56.0,5.15,5.17,3.18
438,0.33,Very Good,E,SI1,60.6,60.0,4.41,4.44,2.68
439,1.01,Ideal,J,SI2,61.9,55.3,6.43,6.5,4.01
440,1.01,Premium,G,VS1,62.7,58.0,6.38,6.41,4.01
441,0.33,Premium,G,VS1,62.3,58.0,4.45,4.41,2.76
442,0.71,Ideal,F,VS1,62.1,56.0,5.69,5.75,3.55
443,1.01,Premium,E,SI2,60.8,58.0,6.49,6.46,3.94
444,0.61,Ideal,G,VS1,61.9,56.0,5.43,5.45,3.37
445,0.41,Premium,G,SI2,61.4,58.0,4.75,4.8,2.93
446,1.31,Premium,H,VS2,61.4,59.0,7.01,6.96,4.29
447,1.12,Premium,H,SI1,61.6,59.0,6.63,6.67,4.1
448,2.15,Good,G,SI2,63.8,58.0,8.23,8.08,5.2
449,0.37,Ideal,E,VS2,62.0,57.0,4.6,4.63,2.86
450,1.0,Good,G,VS2,59.3,61.0,6.51,6.57,3.88
451,1.21,Ideal,H,SI1,62.9,57.0,6.78,6.74,4.25
452,0.77,Premium,G,VS2,61.2,58.0,5.9,5.93,3.62
453,1.0,Ideal,I,SI1,61.6,59.0,6.34,6.42,3.93
454,0.51,Premium,G,VS1,62.3,58.0,5.13,5.08,3.18
455,0.28,Ideal,E,VVS1,62.0,56.0,4.19,4.23,2.61
456,1.09,Very Good,H,SI1,62.5,57.0,6.49,6.54,4.07
457,0.7,Premium,F,SI1,59.5,57.0,5.81,5.79,3.45
458,0.37,Premium,D,SI1,61.0,62.0,4.64,4.61,2.82
459,0.34,Premium,E,SI2,61.5,58.0,4.52,4.49,2.77
460,0.7,Premium,E,SI1,61.2,57.0,5.73,5.68,3.49
461,1.02,Very Good,E,VVS1,62.2,57.0,6.4,6.59,4.04
462,0.32,Premium,F,SI1,62.3,55.0,4.44,4.39,2.75
463,2.04,Very Good,I,VS2,62.5,58.0,8.09,8.22,5.1
464,1.03,Ideal,E,SI2,61.7,55.0,6.52,6.46,4.01
465,0.58,Ideal,D,VS1,61.8,56.0,5.34,5.37,3.31
466,0.41,Very Good,I,VVS1,63.5,58.0,4.7,4.75,3.0
467,0.34,Premium,E,VS2,60.9,60.0,4.51,4.49,2.74
468,1.0,Premium,F,SI1,61.8,58.0,6.44,6.37,3.96
469,0.5,Good,G,VS1,59.8,63.0,5.12,5.15,3.07
470,0.39,Ideal,F,SI1,61.8,55.0,4.66,4.71,2.9
471,0.32,Ideal,E,VS2,61.9,55.0,4.42,4.43,2.74
472,0.55,Ideal,E,VS1,61.7,55.0,5.29,5.27,3.26
473,1.19,Good,J,SI1,59.8,64.0,6.94,6.9,4.14
474,1.01,Very Good,D,SI1,60.7,58.0,6.49,6.45,3.93
475,0.26,Ideal,I,VS1,62.5,53.0,4.08,4.11,2.56
476,0.41,Ideal,F,VS1,61.5,55.0,4.8,4.83,2.96
477,1.0,Premium,E,SI1,62.6,60.0,6.35,6.3,3.97
478,1.0,Ideal,E,VS2,62.5,57.0,6.38,6.45,4.01
479,0.55,Ideal,F,VS1,61.4,55.0,5.24,5.28,3.23
480,0.33,Premium,H,VS1,62.1,59.0,4.46,4.43,2.76
481,0.3,Very Good,G,VS2,62.6,62.0,4.21,4.25,2.65
482,0.33,Ideal,H,VVS2,61.7,56.0,4.41,4.44,2.73
483,0.5,Good,H,VVS1,63.3,57.0,5.02,5.06,3.19
484,0.62,Premium,G,SI1,62.6,60.0,5.42,5.38,3.38
485,0.9,Premium,D,SI1,63.0,56.0,6.14,6.09,3.85
486,1.13,Very Good,H,SI2,62.0,58.0,6.67,6.71,4.15
487,0.52,Ideal,H,VVS1,61.2,57.0,5.17,5.22,3.18
488,0.39,Premium,H,VVS2,62.1,58.0,4.65,4.63,2.88
489,1.18,Very Good,J,SI2,63.5,57.0,6.68,6.74,4.26
490,1.0,Very Good,E,SI2,61.4,61.0,6.36,6.41,3.92
491,0.53,Ideal,D,VVS1,61.6,55.0,5.21,5.27,3.23
492,1.02,Very Good,F,VS1,63.6,60.0,6.25,6.33,4.0
493,0.53,Very Good,G,VS1,62.2,59.0,5.14,5.18,3.21
494,1.06,Ideal,G,VS1,61.7,55.0,6.53,6.56,4.04
495,0.7,Premium,F,VS2,63.0,61.0,5.64,5.59,3.54
496,0.75,Very Good,E,VVS1,62.3,57.0,5.73,5.83,3.6
497,0.76,Good,I,SI1,64.1,59.0,5.73,5.75,3.68
498,0.32,Very Good,F,SI1,63.2,55.0,4.4,4.37,2.77
499,2.19,Good,G,SI1,63.7,56.0,8.26,8.17,5.23
500,0.3,Ideal,E,VS2,62.0,56.0,4.31,4.34,2.68
501,0.79,Very Good,F,SI1,63.0,54.0,5.91,5.94,3.73
502,0.54,Very Good,I,SI1,63.2,57.0,5.17,5.21,3.28
503,0.9,Premium,G,VS2,59.0,58.0,6.29,6.25,3.7
504,1.01,Very Good,G,VS2,62.8,58.0,6.35,6.42,4.01
505,0.41,Good,G,VVS1,61.0,61.0,4.77,4.8,2.92
506,0.7,Ideal,H,SI2,61.8,57.0,5.67,5.72,3.52
507,0.74,Ideal,G,VS2,61.3,55.0,5.82,5.89,3.59
508,0.56,Ideal,G,VS2,61.9,55.0,5.32,5.28,3.28
509,1.51,Ideal,D,SI1,60.7,59.0,7.47,7.42,4.52
510,0.4,Ideal,I,VS2,61.8,56.0,4.73,4.79,2.94
511,0.38,Very Good,E,SI1,62.8,58.0,4.6,4.63,2.9
512,0.59,Ideal,E,SI1,62.2,55.0,5.39,5.42,3.36
513,1.01,Good,E,VS2,63.5,58.0,6.34,6.36,4.03
514,1.02,Premium,E,SI1,59.2,56.0,6.63,6.57,3.91
515,1.12,Premium,D,SI2,61.2,60.0,6.67,6.63,4.07
516,0.41,Good,F,VS2,59.7,63.0,4.8,4.85,2.88
517,0.42,Ideal,F,VVS2,62.1,55.0,4.81,4.79,2.98
518,1.22,Premium,F,SI1,62.5,59.0,6.78,6.83,4.25
519,2.34,Premium,I,SI1,61.7,60.0,8.59,8.53,5.28
520,0.35,Ideal,H,VVS2,62.5,57.0,4.48,4.54,2.82
521,0.33,Ideal,E,VS2,61.5,55.0,4.47,4.5,2.76
522,1.02,Premium,G,SI2,62.5,58.0,6.42,6.34,3.99
523,0.3,Very Good,D,VS1,59.7,58.0,4.39,4.32,2.6
524,0.35,Ideal,G,VS2,61.6,54.0,4.55,4.58,2.81
525,0.3,Premium,F,VS2,61.6,58.0,4.29,4.31,2.65
526,0.93,Premium,F,SI1,61.1,59.0,6.32,6.29,3.85
527,0.7,Very Good,I,VS1,63.1,54.0,5.61,5.67,3.56
528,0.55,Ideal,F,VS1,61.6,57.0,5.29,5.23,3.24
529,1.01,Very Good,H,SI2,63.5,58.0,6.29,6.37,4.02
530,2.01,Very Good,H,I1,61.7,63.0,7.94,7.91,4.89
531,0.34,Ideal,D,VS2,61.4,55.0,4.51,4.54,2.78
532,0.34,Ideal,G,VS2,62.0,54.0,4.5,4.47,2.78
533,0.7,Very Good,E,VVS2,61.5,58.0,5.67,5.71,3.5
534,0.5,Very Good,D,VS2,63.3,56.0,5.0,5.05,3.18
535,0.88,Ideal,H,VVS1,62.0,59.0,6.12,6.13,3.8
536,0.37,Premium,I,VS2,61.1,59.0,4.65,4.58,2.82
537,0.35,Good,F,SI1,63.1,56.0,4.46,4.51,2.83
538,2.15,Ideal,G,SI2,62.6,54.0,8.29,8.35,5.21
539,1.05,Ideal,G,VS2,61.7,57.0,6.56,6.53,4.04
540,0.87,Ideal,G,VS2,61.8,56.0,6.11,6.13,3.78
541,0.71,Ideal,I,VS2,61.6,57.0,5.7,5.62,3.49
542,0.9,Good,H,VS2,63.6,61.0,6.03,5.97,3.8
543,0.7,Good,I,VVS2,59.7,59.0,5.73,5.77,3.43
544,0.54,Good,E,VS2,63.3,55.0,5.2,5.26,3.31
545,1.01,Good,E,VS2,61.2,62.0,6.34,6.38,3.89
546,0.31,Ideal,E,VVS2,61.2,56.0,4.37,4.39,2.68
547,1.03,Premium,H,SI2,62.1,59.0,6.47,6.42,4.0
548,0.31,Ideal,H,VS2,62.0,57.0,4.33,4.38,2.7
549,1.52,Premium,H,SI1,62.5,58.0,7.34,7.28,4.57
550,0.9,Premium,G,VS2,61.1,58.0,6.22,6.25,3.81
551,0.42,Very Good,H,VS2,60.9,55.0,4.87,4.89,2.97
552,0.52,Premium,G,VS1,62.4,59.0,5.13,5.16,3.21
553,1.01,Ideal,J,VS2,61.3,56.0,6.46,6.5,3.97
554,0.7,Fair,I,I1,66.3,63.0,5.58,5.43,3.66
555,0.36,Very Good,H,VVS1,62.0,55.0,4.57,4.6,2.84
556,0.31,Ideal,H,VS2,62.4,55.0,4.36,4.33,2.71
557,0.72,Ideal,E,VVS1,61.4,57.0,5.74,5.79,3.54
558,0.53,Ideal,E,VS2,62.1,56.0,5.2,5.17,3.22
559,0.59,Very Good,H,VS2,61.8,56.0,5.37,5.41,3.33
560,0.71,Fair,F,SI1,59.8,70.0,5.89,5.72,3.48
561,1.5,Premium,H,SI1,61.0,60.0,7.33,7.27,4.45
562,0.71,Very Good,J,SI1,62.8,57.0,5.64,5.67,3.55
563,0.37,Ideal,E,VS2,62.7,56.0,4.6,4.55,2.87
564,0.31,Very Good,F,VS2,60.7,61.0,4.36,4.4,2.66
565,0.74,Very Good,G,VS1,60.9,59.0,5.9,5.86,3.58
566,1.54,Premium,D,VS2,59.4,59.0,7.61,7.55,4.5
567,0.52,Premium,F,SI2,61.7,58.0,5.23,5.18,3.15
568,0.34,Ideal,H,VS1,62.1,57.0,4.51,4.48,2.79
569,0.71,Premium,F,VS1,59.0,60.0,5.82,5.8,3.43
570,0.33,Ideal,G,VVS2,62.5,54.0,4.41,4.45,2.77
571,0.9,Very Good,F,VS2,59.6,59.0,6.27,6.31,3.75
572,1.5,Premium,E,VS2,62.1,60.0,7.31,7.27,4.53
573,0.4,Ideal,E,SI1,60.6,56.0,4.77,4.78,2.9
574,2.04,Ideal,H,SI2,61.2,56.0,8.19,8.25,5.03
575,0.7,Very Good,I,VS1,62.7,58.0,5.61,5.65,3.53
576,0.44,Ideal,E,VVS2,61.9,56.0,4.91,4.88,3.03
577,1.06,Ideal,D,SI2,62.3,55.0,6.5,6.54,4.06
578,1.57,Fair,H,VS1,67.3,66.0,7.85,5.75,3.87
579,0.9,Good,J,VS2,64.1,56.0,6.12,6.08,3.91
580,1.03,Very Good,G,SI1,63.1,58.0,6.41,6.37,4.03
581,0.73,Ideal,F,SI2,59.6,56.0,5.89,5.85,3.5
582,1.23,Ideal,I,SI2,62.1,56.0,6.84,6.88,4.26
583,0.7,Very Good,F,SI1,60.3,59.0,5.73,5.82,3.48
584,0.31,Premium,D,SI2,62.1,59.0,4.31,4.35,2.69
585,0.73,Ideal,G,SI2,61.8,56.0,5.76,5.83,3.58
586,1.21,Very Good,F,VS1,61.1,61.0,6.79,6.87,4.17
587,0.4,Premium,F,SI2,59.6,58.0,4.85,4.81,2.88
588,1.03,Premium,F,SI1,60.9,60.0,6.52,6.45,3.95
589,0.4,Premium,F,VS1,60.5,60.0,4.8,4.76,2.89
590,0.31,Ideal,I,IF,60.9,57.0,4.37,4.4,2.67
591,1.0,Very Good,D,VS2,63.5,57.0,6.37,6.32,4.03
592,0.71,Premium,D,SI1,59.7,59.0,5.82,5.8,3.47
593,0.59,Very Good,E,VS1,61.6,61.0,5.34,5.37,3.3
594,0.53,Ideal,F,VVS2,62.7,56.0,5.16,6.2,3.25
595,1.0,Good,I,SI1,58.0,58.0,6.56,6.62,3.82
596,0.32,Ideal,F,VS2,61.6,57.0,4.43,4.4,2.72
597,0.41,Premium,F,VS2,60.3,58.0,4.85,4.8,2.91
598,2.11,Premium,J,SI2,60.7,60.0,8.27,8.2,5.0
599,1.21,Very Good,H,VS1,62.6,58.0,6.71,6.75,4.21
600,0.77,Very Good,J,SI1,62.3,58.0,5.86,5.89,3.66
601,0.42,Premium,D,SI1,63.0,59.0,4.79,4.77,3.01
602,0.78,Good,G,SI2,57.9,63.0,6.05,6.0,3.49
603,0.4,Ideal,J,IF,62.6,56.0,4.75,4.71,2.96
604,1.04,Very Good,F,VS2,61.0,60.0,6.54,6.48,3.97
605,1.35,Ideal,J,SI1,61.9,56.0,7.1,7.08,4.39
606,0.32,Premium,G,VS1,62.4,58.0,4.4,4.35,2.73
607,0.5,Premium,G,VVS2,61.4,57.0,5.16,5.1,3.15
608,0.34,Premium,G,VS2,61.2,62.0,4.48,4.44,2.73
609,0.56,Ideal,F,SI1,61.1,56.0,5.35,5.33,3.26
610,1.13,Premium,F,SI2,62.3,59.0,6.68,6.65,4.15
611,0.42,Ideal,I,VVS1,62.7,55.0,4.77,4.8,3.0
612,1.01,Premium,H,SI2,60.8,59.0,6.51,6.46,3.94
613,1.27,Ideal,J,VS2,61.6,56.1,6.94,7.0,4.29
614,0.38,Ideal,I,SI1,61.9,54.0,4.64,4.67,2.88
615,0.76,Ideal,H,SI1,61.7,56.0,5.87,5.84,3.61
616,0.32,Very Good,G,SI2,63.4,55.0,4.35,4.32,2.75
617,1.19,Very Good,J,SI2,63.4,56.8,6.7,6.79,4.27
618,2.02,Premium,E,SI2,60.4,57.0,8.21,8.18,4.95
619,2.05,Ideal,J,VVS2,62.7,56.0,8.18,8.11,5.11
620,0.51,Premium,F,VS2,62.4,58.0,5.13,5.1,3.19
621,0.41,Ideal,I,VS1,61.9,55.0,4.78,4.82,2.97
622,1.21,Premium,G,VS1,62.7,58.0,6.76,6.85,4.27
623,1.07,Ideal,H,SI2,61.0,55.0,6.62,6.65,4.05
624,0.42,Ideal,E,SI1,62.3,57.0,4.8,4.76,2.98
625,0.72,Ideal,E,VS2,61.5,56.0,5.77,5.81,3.56
626,1.12,Ideal,G,VS1,61.0,56.0,6.76,6.72,4.11
627,1.1,Very Good,I,VS1,60.8,58.3,6.63,6.68,4.04
628,1.0,Ideal,J,VS1,62.3,56.0,6.43,6.38,3.99
629,0.31,Ideal,F,VVS1,62.0,54.0,4.37,4.41,2.72
630,0.32,Premium,E,VS2,61.2,59.0,4.43,4.4,2.7
631,0.9,Ideal,G,SI1,62.3,58.0,6.17,6.22,3.86
632,1.61,Ideal,G,SI1,61.2,55.0,7.62,7.57,4.65
633,1.03,Very Good,G,SI2,61.4,54.0,6.52,6.57,4.02
634,1.23,Premium,G,SI2,62.1,58.0,6.85,6.8,4.24
635,0.51,Ideal,G,SI2,61.5,55.0,5.16,5.18,3.18
636,1.01,Good,H,SI1,60.3,64.0,6.49,6.52,3.92
637,0.3,Good,H,VVS1,63.4,55.0,4.28,4.3,2.72
638,0.32,Ideal,G,VVS2,62.0,55.0,4.4,4.44,2.74
639,0.51,Ideal,G,VVS2,61.1,56.0,5.15,5.19,3.16
640,0.9,Very Good,F,VS2,62.7,62.0,6.11,6.17,3.85
641,0.56,Premium,D,SI1,60.6,59.0,5.36,5.34,3.24
642,0.41,Ideal,J,VVS1,62.0,57.0,4.73,4.79,2.95
643,0.31,Ideal,H,VS1,62.6,55.0,4.34,4.38,2.73
644,0.38,Ideal,F,VVS1,62.3,54.0,4.64,4.7,2.91
645,1.51,Ideal,H,VS1,62.3,57.0,7.34,7.29,4.55
646,1.47,Fair,F,SI2,65.9,59.0,6.99,6.94,4.59
647,0.31,Premium,H,VS2,62.4,59.0,4.31,4.34,2.7
648,1.11,Very Good,G,VS2,62.2,55.0,6.61,6.67,4.13
649,2.01,Fair,I,SI2,66.5,61.0,7.81,7.75,5.17
650,2.0,Fair,H,SI2,64.5,56.0,7.93,7.86,5.09
651,1.6,Ideal,H,SI2,61.5,55.0,7.53,7.55,4.64
652,0.46,Ideal,E,VVS2,62.6,55.0,4.95,4.92,3.09
653,0.33,Ideal,G,IF,62.2,56.0,4.43,4.45,2.76
654,1.5,Very Good,G,SI2,63.2,58.0,7.25,7.19,4.56
655,0.25,Very Good,D,VVS2,63.0,56.0,3.98,4.02,2.52
656,0.3,Premium,F,VS2,60.7,58.0,4.32,4.35,2.63
657,0.78,Premium,E,VS2,62.6,57.0,5.91,5.85,3.68
658,1.02,Good,E,SI1,63.7,62.0,6.31,6.4,4.05
659,0.88,Premium,G,VS2,61.1,58.0,6.19,6.15,3.77
660,0.51,Ideal,G,VS1,62.7,54.0,5.08,5.1,3.19
661,1.13,Very Good,E,VS2,61.9,61.0,6.61,6.64,4.1
662,0.74,Ideal,I,VS1,60.8,57.0,5.86,5.88,3.57
663,1.0,Good,D,SI2,61.5,63.0,6.27,6.32,3.87
664,0.35,Ideal,E,VS2,61.6,56.0,4.54,4.52,2.79
665,0.31,Very Good,D,SI1,63.4,58.0,4.35,4.32,2.75
666,0.74,Ideal,I,VS2,61.9,57.0,5.83,5.81,3.6
667,1.64,Premium,I,SI2,61.3,58.0,7.58,7.62,4.66
668,0.5,Very Good,F,SI1,63.2,57.0,5.03,5.06,3.19
669,1.0,Premium,H,SI1,62.9,60.0,6.36,6.32,3.99
670,0.41,Premium,E,SI1,61.1,62.0,4.83,4.76,2.93
671,0.3,Good,G,VVS2,63.5,56.0,4.29,4.34,2.74
672,1.08,Ideal,H,SI1,62.7,57.0,6.48,6.51,4.07
673,0.31,Ideal,D,VS2,60.7,56.0,4.35,4.38,2.65
674,1.09,Good,F,SI2,60.8,61.4,6.59,6.64,4.02
675,0.3,Ideal,D,VS2,61.8,55.0,4.35,4.32,2.68
676,0.5,Very Good,D,SI1,61.6,56.0,5.09,5.11,3.14
677,0.38,Ideal,G,SI1,61.0,57.0,4.66,4.71,2.86
678,1.21,Premium,D,SI2,62.2,60.0,6.83,6.8,4.24
679,0.56,Premium,G,VS1,62.4,58.0,5.22,5.3,3.28
680,0.82,Very Good,G,SI1,63.4,55.0,6.0,5.93,3.78
681,0.3,Ideal,H,IF,61.3,58.0,4.3,4.31,2.64
682,0.4,Ideal,G,VVS1,61.7,57.0,4.75,4.78,2.94
683,1.09,Premium,F,SI1,62.7,58.0,6.51,6.56,4.1
684,0.31,Ideal,J,VS2,61.8,54.1,4.35,4.38,2.7
685,1.25,Ideal,F,VS1,61.7,56.0,6.93,6.92,4.27
686,1.11,Premium,H,VS2,62.6,58.0,6.63,6.59,4.14
687,0.33,Premium,G,VS1,59.2,59.0,4.54,4.51,2.68
688,0.71,Ideal,H,VVS1,61.1,56.0,5.78,5.81,3.53
689,2.01,Premium,G,SI1,61.8,60.0,7.99,8.04,4.95
690,0.51,Ideal,D,VS2,60.5,56.0,5.21,5.2,3.15
691,0.42,Premium,E,VS2,61.0,60.0,4.85,4.82,2.95
692,0.71,Ideal,D,SI1,61.2,53.0,5.8,5.76,3.54
693,1.7,Good,F,VS1,57.6,63.0,7.86,7.81,4.51
694,0.9,Good,G,SI1,63.7,60.0,6.07,6.11,3.88
695,1.01,Very Good,E,SI1,61.5,60.0,6.39,6.42,3.94
696,1.0,Ideal,G,VS2,62.1,57.0,6.42,6.37,3.97
697,0.7,Very Good,G,SI2,60.7,58.0,5.74,5.76,3.49
698,1.27,Very Good,H,VS1,60.7,54.0,7.01,7.05,4.27
699,1.03,Very Good,E,SI1,61.3,60.0,6.51,6.53,4.0
700,0.72,Premium,E,VS2,58.3,58.0,5.99,5.92,3.47
701,0.42,Very Good,H,SI1,63.2,58.0,4.79,4.77,3.02
702,0.3,Premium,I,VS1,60.3,58.0,4.34,4.32,2.61
703,0.91,Ideal,H,VS2,62.6,57.0,6.2,6.23,3.89
704,0.9,Very Good,G,VVS2,63.0,58.0,6.07,6.15,3.85
705,1.02,Ideal,G,VS2,62.6,56.0,6.4,6.44,4.02
706,1.3,Premium,J,SI1,61.9,56.0,7.07,7.04,4.37
707,0.34,Ideal,D,VS1,60.7,57.0,4.51,4.55,2.75
708,0.33,Premium,I,VS1,62.7,58.0,4.4,4.43,2.77
709,1.01,Good,D,SI2,64.0,59.0,6.28,6.34,4.04
710,1.05,Premium,F,VS1,62.3,55.0,6.57,6.49,4.07
711,2.1,Premium,J,SI1,62.9,58.0,8.15,8.09,5.11
712,0.5,Good,D,VS2,64.0,56.0,5.02,5.04,3.22
713,1.7,Premium,G,SI2,62.2,59.0,7.68,7.6,4.75
714,0.32,Premium,G,SI1,62.6,58.0,4.35,4.31,2.71
715,0.34,Premium,I,SI1,62.7,58.0,4.43,4.4,2.77
716,0.73,Very Good,H,VVS1,60.4,59.0,5.83,5.89,3.54
717,1.0,Premium,G,VS2,61.6,58.0,6.39,6.43,3.95
718,0.3,Very Good,F,VVS1,62.6,56.0,4.27,4.29,2.68
719,1.05,Very Good,H,SI2,63.0,59.0,6.44,6.48,4.07
720,1.02,Good,F,VS1,63.7,57.0,6.39,6.35,4.06
721,0.71,Premium,E,VS2,62.1,59.0,5.72,5.68,3.54
722,2.14,Premium,I,VS2,62.3,58.0,8.22,8.16,5.1
723,0.3,Ideal,D,VVS2,62.2,55.0,4.32,4.33,2.69
724,0.91,Very Good,F,SI1,63.3,60.0,6.1,6.06,3.85
725,0.3,Ideal,D,VS2,61.1,56.0,4.32,4.36,2.65
726,0.64,Very Good,D,VS2,58.6,59.0,5.7,5.74,3.35
727,1.12,Ideal,H,VS1,61.9,57.0,6.66,6.69,4.13
728,0.32,Ideal,H,VVS2,61.7,56.0,4.42,4.37,2.71
729,0.36,Ideal,F,IF,61.4,56.0,4.57,4.61,2.82
730,0.52,Very Good,F,VS1,63.2,57.0,5.09,5.1,3.22
731,0.36,Ideal,D,SI1,59.5,56.0,4.68,4.63,2.77
732,1.06,Ideal,J,VS2,62.4,54.0,6.51,6.57,4.08
733,0.5,Premium,E,VS2,62.9,60.0,5.1,5.07,3.2
734,0.89,Ideal,F,VS2,61.5,55.0,6.18,6.21,3.81
735,0.3,Very Good,H,SI1,60.9,59.0,4.29,4.31,2.62
736,0.57,Ideal,E,SI1,61.2,57.0,5.37,5.32,3.27
737,0.54,Very Good,E,SI1,62.1,59.0,5.17,5.2,3.22
738,0.57,Ideal,G,VS2,60.7,56.0,5.4,5.37,3.27
739,0.51,Premium,G,VVS1,61.6,59.0,5.12,5.08,3.14
740,0.4,Very Good,E,SI2,62.9,59.0,4.66,4.69,2.94
741,0.37,Premium,E,SI1,59.3,58.0,4.73,4.75,2.81
742,1.01,Premium,D,SI1,61.6,62.0,6.44,6.38,3.95
743,2.03,Fair,G,I1,66.3,56.0,7.81,7.75,5.16
744,0.65,Very Good,D,VS1,60.8,57.2,5.55,5.63,3.4
745,1.23,Very Good,H,SI1,62.3,58.0,6.79,6.83,4.24
746,0.56,Very Good,G,SI1,61.8,55.0,5.28,5.33,3.28
747,0.57,Premium,H,SI1,61.6,58.0,5.37,5.34,3.3
748,0.6,Ideal,E,VVS1,62.5,53.7,5.35,5.43,3.38
749,0.71,Ideal,E,SI1,60.5,56.0,5.77,5.73,3.47
750,0.52,Premium,H,SI1,62.6,55.0,5.16,5.12,3.22
751,1.62,Premium,G,VS1,60.7,58.0,7.62,7.54,4.6
752,1.39,Premium,J,VS1,60.8,58.0,7.26,7.21,4.4
753,0.41,Premium,H,SI1,60.5,58.0,4.85,4.81,2.92
754,1.54,Very Good,J,VS1,63.5,57.0,7.27,7.37,4.65
755,0.8,Very Good,F,SI1,63.1,58.0,5.89,5.93,3.73
756,0.59,Ideal,D,SI1,61.2,56.0,5.38,5.43,3.31
757,0.54,Ideal,E,VVS2,61.1,56.0,5.26,5.31,3.22
758,0.3,Ideal,E,VVS2,60.9,57.0,4.32,4.35,2.64
759,0.3,Very Good,E,VVS2,62.4,57.0,4.26,4.27,2.66
760,0.33,Premium,G,VVS2,60.6,58.0,4.5,4.47,2.72
